gender,age,department,total_usetime,social_usetime,communication_usetime,entertainment_usetime,news_usetime,system_usetime,notification_usetime,view_order_top,view_order_middle,view_order_bottom,scenario,tol_111111,tol_1122,tol_123,tol_222,tol_24,tol_15
女,19～22歲,lb,三至四小時,一至二小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,ncwyse,ncwyes,ncwesy,cnwyes,cneswy,nceswy
女,19～22歲,cs,三至四小時,一至二小時,一至二小時,三小時以上,半至一小時,半小時以下,半小時以下,最先看,最後看,中,working,ncwsey,ncswey,ncwesy,cnswey,cneswy,nceswy
女,19～22歲,lb,三至四小時,一至二小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,nsecwy,nscewy,nescwy,nscewy,nscewy,nceswy
男,16～18歲,mg,三至四小時,一至二小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最後看,中,最先看,working,eyswnc,eyswcn,esycnw,eyswcn,eycnsw,ecnswy
男,22～28歲,cs,五小時以上,三小時以上,三小時以上,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,scnewy,scenwy,scnewy,csenwy,csenwy,scenwy
男,22～28歲,cs,五小時以上,半至一小時,半至一小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,cnsywe,cnsyew,cnsewy,cnsyew,cneswy,censwy
男,19～22歲,ee,五小時以上,一至二小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,cwesyn,cwesny,cewnsy,cwesny,cwensy,censwy
女,29歲以上,mg,一至二小時,半小時以下,半小時以下,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,ncswye,ncswey,ncsewy,cnswey,cneswy,nceswy
女,19～22歲,cs,三至四小時,一至二小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csewny,csewny,cesnwy,csewny,csenwy,censwy
男,19～22歲,cs,五小時以上,二至三小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,csenwy,csenwy,cesnwy,csenwy,csenwy,censwy
男,19～22歲,sc,三至四小時,,,,,,,最先看,中,最後看,commuting,cswnye,csnwey,csweny,csnwey,csenwy,censwy
男,19～22歲,mg,三至四小時,一至二小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,最後看,中,working,wncsey,wncsey,wcnesy,nwcsey,nwcesy,wcensy
女,15歲以下,ot,一小時以下,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,最後看,中,最先看,resting,csweny,csewny,csweny,csewny,csenwy,censwy
女,19～22歲,cs,三至四小時,一至二小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csnwey,csnwey,cnsewy,csnwey,csenwy,censwy
男,19～22歲,cs,三至四小時,半小時以下,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,ecswyn,ecswny,ecsnwy,ceswny,censwy,ecnswy
女,19～22歲,lb,三至四小時,一至二小時,一至二小時,半小時以下,半至一小時,半小時以下,半小時以下,最先看,中,最後看,commuting,scweny,scewny,scweny,csewny,csenwy,scenwy
男,19～22歲,cs,五小時以上,,,,,,,最後看,中,最先看,working,ynwesc,ynewcs,ynwces,nyewcs,nycesw,ycensw
女,29歲以上,mg,二至三小時,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,necswy,necswy,nceswy,encswy,encswy,nceswy
男,22～28歲,mg,五小時以上,二至三小時,一至二小時,二至三小時,半至一小時,半至一小時,半至一小時,最先看,中,最後看,wakingup,scewny,scewny,scenwy,csewny,csenwy,scenwy
女,29歲以上,mg,二至三小時,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,cwenys,cwensy,cewnsy,cwensy,cwensy,censwy
男,19～22歲,ee,三至四小時,半至一小時,半至一小時,一至二小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,commuting,cwseny,cwesny,csweny,cwesny,cwensy,censwy
男,22～28歲,bi,五小時以上,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csnwye,csnwey,cnsewy,csnwey,csenwy,censwy
男,19～22歲,cs,五小時以上,三小時以上,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,cnwsye,cnswey,cnwesy,cnswey,cneswy,censwy
男,19～22歲,cs,二至三小時,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,ncwsye,ncswey,ncwesy,cnswey,cneswy,nceswy
女,19～22歲,cs,五小時以上,二至三小時,一至二小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,scenwy,scenwy,scenwy,csenwy,csenwy,scenwy
女,19～22歲,lb,三至四小時,二至三小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,commuting,csyewn,cseynw,csyenw,cseynw,csenwy,censwy
女,19～22歲,ed,三至四小時,半至一小時,半小時以下,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,cesynw,cesynw,cesnwy,cesynw,censwy,censwy
男,19～22歲,oe,三至四小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半至一小時,最先看,中,最後看,resting,scewyn,scewny,scenwy,csewny,csenwy,scenwy
男,29歲以上,mg,一小時以下,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,nwcsye,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
男,29歲以上,oe,一至二小時,半小時以下,半至一小時,半小時以下,半小時以下,半小時以下,半至一小時,最先看,中,最後看,resting,ncswye,ncswey,ncsewy,cnswey,cneswy,nceswy
男,16～18歲,bi,二至三小時,三小時以上,二至三小時,半小時以下,半至一小時,一至二小時,二至三小時,最先看,中,最後看,wakingup,scnwye,scnwey,scnewy,csnwey,csenwy,scenwy
女,19～22歲,mg,三至四小時,半小時以下,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
女,19～22歲,cs,五小時以上,三小時以上,三小時以上,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csnywe,csnyew,cnsewy,csnyew,csenwy,censwy
男,22～28歲,ed,三至四小時,半小時以下,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,ecswyn,ecswny,ecsnwy,ceswny,censwy,ecnswy
男,19～22歲,cs,三至四小時,半至一小時,半小時以下,一至二小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncsewy,nceswy,ncsewy,cneswy,cneswy,nceswy
女,29歲以上,lb,二至三小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,ncwsye,ncswey,ncwesy,cnswey,cneswy,nceswy
男,29歲以上,oe,三至四小時,半小時以下,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,working,cwnyse,cwnyes,cnwesy,cwnyes,cwensy,censwy
女,15歲以下,ot,一小時以下,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,最後看,中,最先看,working,csweny,csewny,csweny,csewny,csenwy,censwy
女,22～28歲,oe,三至四小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cnwyse,cnwyes,cnwesy,cnwyes,cneswy,censwy
女,29歲以上,mg,二至三小時,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,nwcsey,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
女,19～22歲,ee,五小時以上,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,wcsnye,wcnsey,wcseny,cwnsey,cwensy,wcensy
男,19～22歲,cs,三至四小時,一至二小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csnwey,csnwey,cnsewy,csnwey,csenwy,censwy
男,29歲以上,sc,五小時以上,半至一小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,中,最先看,最後看,working,ncwsey,ncswey,ncwesy,cnswey,cneswy,nceswy
女,22～28歲,mg,五小時以上,一至二小時,半至一小時,一至二小時,半至一小時,半至一小時,半至一小時,最先看,中,最後看,working,csewny,csewny,cesnwy,csewny,csenwy,censwy
女,29歲以上,mg,五小時以上,半至一小時,一至二小時,半至一小時,半至一小時,半至一小時,一至二小時,最先看,中,最後看,commuting,ncsewy,nceswy,ncsewy,cneswy,cneswy,nceswy
女,19～22歲,cs,三至四小時,一至二小時,一至二小時,半至一小時,半小時以下,半至一小時,半至一小時,最先看,中,最後看,wakingup,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
女,29歲以上,ot,二至三小時,半小時以下,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,最先看,中,最後看,working,ncywse,ncwyes,ncyesw,cnwyes,cneswy,nceswy
女,19～22歲,sc,五小時以上,一至二小時,半至一小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,swecyn,swceny,sewcny,swceny,swceny,scenwy
女,16～18歲,cs,三至四小時,半至一小時,二至三小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,ncsyew,ncsyew,ncsewy,cnsyew,cneswy,nceswy
男,19～22歲,cs,五小時以上,,,,,,,最先看,中,最後看,working,cnswey,cnswey,cnsewy,cnswey,cneswy,censwy
女,19～22歲,lb,五小時以上,二至三小時,半至一小時,二至三小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,resting,nesywc,nesycw,nescwy,ensycw,encswy,nceswy
男,19～22歲,cs,五小時以上,半至一小時,半至一小時,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncswye,ncswey,ncsewy,cnswey,cneswy,nceswy
男,22～28歲,cs,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,csnwey,csnwey,cnsewy,csnwey,csenwy,censwy
女,29歲以上,sc,三至四小時,半至一小時,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,最先看,中,最後看,wakingup,nwcsye,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
男,22～28歲,ed,三至四小時,半小時以下,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,nscewy,nscewy,ncsewy,nscewy,nscewy,nceswy
女,29歲以上,cs,五小時以上,三小時以上,三小時以上,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cnwsey,cnswey,cnwesy,cnswey,cneswy,censwy
女,29歲以上,lb,二至三小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,nwycse,nwcyes,nwyces,nwcyes,nwcesy,nceswy
男,19～22歲,oe,三至四小時,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csnwey,csnwey,cnsewy,csnwey,csenwy,censwy
男,19～22歲,ee,三至四小時,半至一小時,半至一小時,一至二小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,wakingup,cewsyn,ceswny,cewnsy,ceswny,censwy,censwy
男,22～28歲,ed,三至四小時,半小時以下,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,scewyn,scewny,scenwy,csewny,csenwy,scenwy
女,29歲以上,mg,一至二小時,半至一小時,一至二小時,半小時以下,半至一小時,半小時以下,半小時以下,最先看,中,最後看,wakingup,cswyne,cswyen,csweny,cswyen,csenwy,censwy
男,19～22歲,cs,二至三小時,,,,,,,最先看,中,最後看,commuting,scwyne,scwyen,scweny,cswyen,csenwy,scenwy
女,19～22歲,cs,三至四小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,csnwey,csnwey,cnsewy,csnwey,csenwy,censwy
女,29歲以上,sc,三至四小時,半至一小時,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,最先看,中,最後看,resting,nwcsye,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
男,19～22歲,ee,二至三小時,半至一小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,最後看,最先看,中,wakingup,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
男,19～22歲,cs,五小時以上,半至一小時,半小時以下,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,cesnyw,censwy,cesnwy,censwy,censwy,censwy
男,19～22歲,cs,五小時以上,一至二小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,cswney,csnwey,csweny,csnwey,csenwy,censwy
女,29歲以上,mg,三至四小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csewny,csewny,cesnwy,csewny,csenwy,censwy
女,19～22歲,cs,三至四小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csnywe,csnyew,cnsewy,csnyew,csenwy,censwy
男,29歲以上,ee,二至三小時,半小時以下,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,nwcsey,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
男,19～22歲,cs,五小時以上,一至二小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csneyw,csenwy,cnsewy,csenwy,csenwy,censwy
男,19～22歲,cs,三至四小時,半至一小時,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,最先看,中,最後看,commuting,scynwe,scnyew,scyenw,csnyew,csenwy,scenwy
男,29歲以上,oe,五小時以上,二至三小時,二至三小時,一至二小時,一至二小時,半小時以下,半小時以下,中,最先看,最後看,resting,cswney,csnwey,csweny,csnwey,csenwy,censwy
女,19～22歲,cs,二至三小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csewny,csewny,cesnwy,csewny,csenwy,censwy
女,19～22歲,cs,三至四小時,半小時以下,半小時以下,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,escwny,escwny,ecsnwy,escwny,escnwy,ecnswy
男,19～22歲,cs,五小時以上,三小時以上,二至三小時,三小時以上,一至二小時,半小時以下,半小時以下,最先看,中,最後看,working,nwcsye,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
男,19～22歲,cs,五小時以上,二至三小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csenwy,csenwy,cesnwy,csenwy,csenwy,censwy
男,19～22歲,cs,五小時以上,半至一小時,半至一小時,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
男,19～22歲,ee,五小時以上,一至二小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csenwy,csenwy,cesnwy,csenwy,csenwy,censwy
男,19～22歲,ee,五小時以上,二至三小時,半至一小時,一至二小時,半至一小時,半小時以下,半小時以下,中,最先看,最後看,resting,scnewy,scenwy,scnewy,csenwy,csenwy,scenwy
男,19～22歲,cs,五小時以上,二至三小時,二至三小時,半至一小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,working,csnwey,csnwey,cnsewy,csnwey,csenwy,censwy
男,19～22歲,sc,五小時以上,,,,,,,最先看,中,最後看,resting,scnewy,scenwy,scnewy,csenwy,csenwy,scenwy
男,19～22歲,cs,三至四小時,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csenwy,csenwy,cesnwy,csenwy,csenwy,censwy
男,19～22歲,cs,五小時以上,三小時以上,二至三小時,三小時以上,一至二小時,半小時以下,半小時以下,最先看,中,最後看,commuting,csnewy,csenwy,cnsewy,csenwy,csenwy,censwy
男,19～22歲,cs,二至三小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,半至一小時,最先看,中,最後看,commuting,ncsywe,ncsyew,ncsewy,cnsyew,cneswy,nceswy
女,16～18歲,mg,三至四小時,一至二小時,一至二小時,半至一小時,半至一小時,半至一小時,半小時以下,最後看,中,最先看,commuting,csewyn,csewny,cesnwy,csewny,csenwy,censwy
女,29歲以上,sc,一至二小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,ncwsye,ncswey,ncwesy,cnswey,cneswy,nceswy
男,19～22歲,cs,三至四小時,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,cwsney,cwnsey,csweny,cwnsey,cwensy,censwy
女,19～22歲,bi,三至四小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最後看,中,最先看,resting,csnwey,csnwey,cnsewy,csnwey,csenwy,censwy
女,29歲以上,ot,五小時以上,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,scenwy,scenwy,scenwy,csenwy,csenwy,scenwy
女,19～22歲,ed,五小時以上,三小時以上,二至三小時,半至一小時,半小時以下,一至二小時,半小時以下,最先看,中,最後看,resting,scweny,scewny,scweny,csewny,csenwy,scenwy
女,22～28歲,oe,三至四小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,nwcsey,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
男,29歲以上,sc,五小時以上,一至二小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csnwye,csnwey,cnsewy,csnwey,csenwy,censwy
男,19～22歲,cs,五小時以上,二至三小時,二至三小時,二至三小時,半至一小時,半至一小時,半至一小時,中,最先看,最後看,working,scewyn,scewny,scenwy,csewny,csenwy,scenwy
男,22～28歲,cs,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csewny,csewny,cesnwy,csewny,csenwy,censwy
女,29歲以上,cs,二至三小時,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,wncsey,wncsey,wcnesy,nwcsey,nwcesy,wcensy
男,19～22歲,bi,一至二小時,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,nscewy,nscewy,ncsewy,nscewy,nscewy,nceswy
男,29歲以上,mg,二至三小時,半至一小時,一至二小時,半小時以下,半至一小時,半小時以下,半小時以下,最先看,中,最後看,resting,cnswye,cnswey,cnsewy,cnswey,cneswy,censwy
男,29歲以上,sc,五小時以上,半至一小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,中,最先看,最後看,wakingup,ncwsey,ncswey,ncwesy,cnswey,cneswy,nceswy
男,19～22歲,cs,五小時以上,三小時以上,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,scewny,scewny,scenwy,csewny,csenwy,scenwy
女,22～28歲,cs,二至三小時,半小時以下,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,wnycse,wncyes,wnyces,nwcyes,nwcesy,wcensy
女,19～22歲,mg,五小時以上,半至一小時,一至二小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,cnsewy,cneswy,cnsewy,cneswy,cneswy,censwy
女,29歲以上,oe,一至二小時,半至一小時,半小時以下,半小時以下,半至一小時,半小時以下,半小時以下,最先看,中,最後看,resting,scewyn,scewny,scenwy,csewny,csenwy,scenwy
男,19～22歲,cs,三至四小時,半至一小時,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,最先看,中,最後看,wakingup,scynew,scnyew,scyenw,csnyew,csenwy,scenwy
女,19～22歲,lb,三至四小時,一至二小時,一至二小時,半小時以下,半至一小時,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncwsey,ncswey,ncwesy,cnswey,cneswy,nceswy
男,16～18歲,bi,二至三小時,三小時以上,二至三小時,半小時以下,半至一小時,一至二小時,二至三小時,最先看,中,最後看,working,scnywe,scnyew,scnewy,csnyew,csenwy,scenwy
女,19～22歲,cs,五小時以上,二至三小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cwnsey,cwnsey,cnwesy,cwnsey,cwensy,censwy
男,19～22歲,cs,三至四小時,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csenwy,csenwy,cesnwy,csenwy,csenwy,censwy
女,19～22歲,mg,五小時以上,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csewyn,csewny,cesnwy,csewny,csenwy,censwy
女,29歲以上,lb,二至三小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,nwcsye,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
女,19～22歲,cs,一至二小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,中,最先看,最後看,commuting,nwcsey,nwcsey,ncwesy,nwcsey,nwcesy,nceswy
女,19～22歲,cs,三至四小時,一至二小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csewyn,csewny,cesnwy,csewny,csenwy,censwy
女,19～22歲,mg,二至三小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,ncwsey,ncswey,ncwesy,cnswey,cneswy,nceswy
男,29歲以上,oe,一至二小時,半小時以下,半至一小時,半小時以下,半小時以下,半小時以下,半至一小時,最先看,中,最後看,commuting,ncswye,ncswey,ncsewy,cnswey,cneswy,nceswy
女,19～22歲,cs,五小時以上,半至一小時,一至二小時,三小時以上,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,nwscye,nwcsey,nswcey,nwcsey,nwcesy,nceswy
女,19～22歲,cs,二至三小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csenwy,csenwy,cesnwy,csenwy,csenwy,censwy
男,19～22歲,cs,五小時以上,半至一小時,半小時以下,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cesnyw,censwy,cesnwy,censwy,censwy,censwy
男,19～22歲,cs,五小時以上,二至三小時,二至三小時,半至一小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,resting,csenwy,csenwy,cesnwy,csenwy,csenwy,censwy
女,16～18歲,cs,五小時以上,二至三小時,二至三小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,scweny,scewny,scweny,csewny,csenwy,scenwy
男,19～22歲,ee,三至四小時,半至一小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csenwy,csenwy,cesnwy,csenwy,csenwy,censwy
女,19～22歲,cs,三至四小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csewny,csewny,cesnwy,csewny,csenwy,censwy
女,19～22歲,bi,五小時以上,二至三小時,一至二小時,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csnewy,csenwy,cnsewy,csenwy,csenwy,censwy
女,29歲以上,bi,二至三小時,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,csnwye,csnwey,cnsewy,csnwey,csenwy,censwy
男,22～28歲,cs,三至四小時,半至一小時,半至一小時,一至二小時,半至一小時,半小時以下,半小時以下,最先看,中,最後看,commuting,csnwey,csnwey,cnsewy,csnwey,csenwy,censwy
男,19～22歲,mg,三至四小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,scewny,scewny,scenwy,csewny,csenwy,scenwy
男,19～22歲,cs,五小時以上,三小時以上,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,csnwey,csnwey,cnsewy,csnwey,csenwy,censwy
女,19～22歲,lb,三至四小時,一至二小時,一至二小時,半小時以下,半至一小時,半小時以下,半小時以下,最先看,中,最後看,working,scewyn,scewny,scenwy,csewny,csenwy,scenwy
男,19～22歲,ee,五小時以上,二至三小時,一至二小時,一至二小時,半至一小時,半小時以下,半小時以下,最後看,中,最先看,working,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
男,22～28歲,cs,五小時以上,三小時以上,三小時以上,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,scnewy,scenwy,scnewy,csenwy,csenwy,scenwy
女,19～22歲,cs,三至四小時,,,,,,,最先看,中,最後看,commuting,escwny,escwny,ecsnwy,escwny,escnwy,ecnswy
男,22～28歲,cs,二至三小時,半至一小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,中,最先看,最後看,resting,sncewy,sncewy,scnewy,nscewy,nscewy,scenwy
男,19～22歲,cs,二至三小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,nwycse,nwcyes,nwyces,nwcyes,nwcesy,nceswy
男,22～28歲,mg,二至三小時,一至二小時,半小時以下,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,csenwy,csenwy,cesnwy,csenwy,csenwy,censwy
男,29歲以上,mg,二至三小時,半至一小時,一至二小時,半小時以下,半至一小時,半小時以下,半小時以下,最先看,中,最後看,wakingup,cnsywe,cnsyew,cnsewy,cnsyew,cneswy,censwy
女,29歲以上,ot,二至三小時,半小時以下,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,最先看,中,最後看,resting,cwysne,cwsyen,cwyens,cwsyen,cwensy,censwy
女,19～22歲,cs,三至四小時,一至二小時,半至一小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,csnywe,csnyew,cnsewy,csnyew,csenwy,censwy
男,22～28歲,bi,五小時以上,半至一小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,ncswey,ncswey,ncsewy,cnswey,cneswy,nceswy
女,22～28歲,oe,三至四小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,resting,censwy,censwy,censwy,censwy,censwy,censwy
女,19～22歲,sc,五小時以上,三小時以上,三小時以上,半小時以下,半至一小時,半至一小時,一至二小時,最先看,中,最後看,working,cswnye,csnwey,csweny,csnwey,csenwy,censwy
女,29歲以上,cs,二至三小時,半至一小時,半小時以下,半至一小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,cnswye,cnswey,cnsewy,cnswey,cneswy,censwy
女,19～22歲,ed,五小時以上,三小時以上,二至三小時,半至一小時,半小時以下,一至二小時,半小時以下,最先看,中,最後看,commuting,wcsney,wcnsey,wcseny,cwnsey,cwensy,wcensy
女,19～22歲,cs,五小時以上,半至一小時,半小時以下,二至三小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,commuting,csewny,csewny,cesnwy,csewny,csenwy,censwy
男,22～28歲,cs,五小時以上,三小時以上,三小時以上,半小時以下,半小時以下,半小時以下,半小時以下,最先看,中,最後看,wakingup,scnewy,scenwy,scnewy,csenwy,csenwy,scenwy
男,19～22歲,ee,二至三小時,半至一小時,半至一小時,半至一小時,半至一小時,半小時以下,半小時以下,最後看,最先看,中,commuting,csnwey,csnwey,cnsewy,csnwey,csenwy,censwy
男,16～18歲,sc,三至四小時,半至一小時,一至二小時,一至二小時,半小時以下,半小時以下,半小時以下,最先看,中,最後看,working,nyewsc,nyewcs,neycsw,nyewcs,nycesw,nceswy
